gender,age,Salary,Rent,Groceries,Utilities,Transportation,Healthcare,Entertainment,Savings,Others,Investment_Recommendation
Male,22,227433,42647,30774,22026,16628,27593,34161,8408,45196,Diversify into more Fixed Deposits or Government Bonds.
Female,24,507678,87508,60490,47415,37697,39728,90099,27581,117160,Consider increasing investment in Mutual Funds or Equity Market.
Female,23,348847,58692,51456,25250,28928,39364,56498,15467,73192,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,31,183622,19611,23642,10815,10910,27173,31074,9178,51219,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,378670,63053,47301,32677,19426,44558,62942,20431,88282,Diversify into more Fixed Deposits or Government Bonds.
Male,31,216065,24705,21938,11462,16445,15454,40547,9026,76488,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,512484,63283,72523,26794,45806,31352,98468,31088,143170,Consider increasing investment in Mutual Funds or Equity Market.
Male,25,87536,10669,10513,6381,6100,6224,14120,5669,27860,Focus on balancing investments between Gold and Fixed Deposits for stability.
Female,21,750404,86413,85621,39885,45704,40357,138762,44052,269610,Diversify into more Fixed Deposits or Government Bonds.
Male,27,389543,53666,48413,24566,26495,42498,62805,19166,111934,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,30,378782,59655,40494,24753,29398,34138,70378,14772,105194,Consider increasing investment in Mutual Funds or Equity Market.
Male,25,567671,83489,80071,32436,53785,53772,98770,27049,138299,Consider increasing investment in Mutual Funds or Equity Market.
Female,25,840654,129615,118669,49878,47493,64183,168039,28876,233901,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,395879,60587,54896,36274,38745,59191,70313,9414,66459,Consider increasing investment in Mutual Funds or Equity Market.
Male,21,230493,35033,31532,17018,14663,30473,44129,8939,48706,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,363894,58280,45733,32425,34335,18268,72299,13784,88770,Diversify into more Fixed Deposits or Government Bonds.
Male,29,807678,113004,95616,74483,70138,54834,137632,26269,235702,Consider increasing investment in Mutual Funds or Equity Market.
Male,22,512342,92381,57287,27744,42544,36842,90915,19117,145512,Diversify into more Fixed Deposits or Government Bonds.
Male,29,422064,75554,62929,23372,38860,41775,64395,17522,97657,Consider increasing investment in Mutual Funds or Equity Market.
Female,23,380667,56412,55033,25512,33451,24070,64495,18733,102961,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,26,338063,39943,37149,21050,29459,48799,52859,16842,91962,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,375887,43118,38608,19536,26855,34782,68866,20032,124090,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,30,617682,75957,64742,48524,37596,54180,93194,30413,213076,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,205931,33999,21861,17106,19156,28200,32510,7791,45308,Consider increasing investment in Mutual Funds or Equity Market.
Female,32,246327,46668,33623,22987,17081,24608,47974,7629,45757,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,311726,52063,37790,26622,25144,29352,55316,13654,71785,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,137799,25893,18444,11808,13573,7822,21962,5048,33249,Diversify into more Fixed Deposits or Government Bonds.
Male,26,216446,42122,24118,16938,12097,16681,35455,11794,57241,Consider increasing investment in Mutual Funds or Equity Market.
Female,35,651962,72291,89872,42493,56508,56496,111694,25062,197546,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,877442,97119,111516,71822,47914,56106,133040,41838,318087,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,545942,66746,73448,29077,46061,49431,85794,38732,156653,Consider increasing investment in Mutual Funds or Equity Market.
Male,25,283057,42579,32469,14938,18601,31489,45937,15229,81815,Focus on balancing investments between Gold and Fixed Deposits for stability.
Female,24,575143,73519,58793,40639,39013,42899,101483,30405,188392,Focus on balancing investments between Gold and Fixed Deposits for stability.
Male,21,624077,121692,81792,42380,37892,72713,122323,23640,121645,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,305563,55899,41010,29749,21500,38890,53614,6811,58090,Consider increasing investment in Mutual Funds or Equity Market.
Female,32,72912,7388,8841,6052,6793,3883,14370,4822,20763,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,97285,18227,12855,7134,8775,6870,16015,3214,24195,Consider increasing investment in Mutual Funds or Equity Market.
Female,32,745124,148874,81672,63364,54471,39737,114796,46733,195477,Consider increasing investment in Mutual Funds or Equity Market.
Female,21,789525,137736,100507,47745,39727,100479,130757,28235,204339,Diversify into more Fixed Deposits or Government Bonds.
Male,29,611949,71739,85942,49587,50220,87229,119079,24897,123256,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,639685,125444,71292,32611,61464,48893,127077,21164,151740,Consider increasing investment in Mutual Funds or Equity Market.
Female,26,875891,111979,127418,79384,48060,94200,138292,29638,246920,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,715211,115319,74312,52636,57736,102926,140227,27657,144398,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,366440,55065,48560,35269,36478,19535,72730,17816,80987,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,329152,35384,46084,27363,31364,31526,57657,18332,81442,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,209201,31041,26426,13016,13916,16478,31858,12105,64361,Consider increasing investment in Mutual Funds or Equity Market.
Male,22,89893,16564,12452,5603,7130,8903,17154,2989,19098,Diversify into more Fixed Deposits or Government Bonds.
Female,24,480220,49779,69326,40105,28378,33889,81594,26154,150995,Diversify into more Fixed Deposits or Government Bonds.
Male,30,264900,35240,33320,25066,21589,23034,51132,12806,62713,Consider increasing investment in Mutual Funds or Equity Market.
Male,21,520161,82899,65450,28293,41429,46724,92337,18326,144703,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,814429,145471,102290,74558,49143,117122,145709,19377,160759,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,802557,105433,119689,64740,56971,113617,134881,36205,171021,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,35,785893,90084,105984,58606,55980,57497,156686,29333,231723,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,768838,92529,91392,43482,74398,108435,132171,33793,192638,Consider increasing investment in Mutual Funds or Equity Market.
Female,28,367704,39053,52202,32735,25616,35928,67278,16838,98054,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,786952,100194,90401,59703,78480,77902,120238,50413,209621,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,521462,68101,53185,27958,30535,59142,87814,37335,157392,Consider increasing investment in Mutual Funds or Equity Market.
Female,35,669310,120026,77668,66466,55770,34633,115894,37987,160866,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,336735,43640,49279,27197,26653,29155,66622,13475,80714,Consider increasing investment in Mutual Funds or Equity Market.
Female,34,83059,13575,10952,6825,5424,11335,14924,2780,17244,Diversify into more Fixed Deposits or Government Bonds.
Male,30,627044,82912,66269,50485,55889,57843,122765,21484,169397,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,179444,26699,23708,14083,16953,21247,34319,7053,35382,Consider increasing investment in Mutual Funds or Equity Market.
Female,32,525770,70676,59743,35488,37019,69760,97555,28413,127116,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,92891,17883,13073,9114,9056,7626,15756,3211,17172,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,230300,38933,28381,20586,18793,25238,36219,7280,54870,Consider increasing investment in Mutual Funds or Equity Market.
Female,34,382277,50204,56624,20571,37468,37353,65674,21125,93258,Diversify into more Fixed Deposits or Government Bonds.
Male,29,679770,124498,72531,61578,51347,55954,105649,33152,175061,Consider increasing investment in Mutual Funds or Equity Market.
Female,25,209085,37224,30168,20612,11742,18750,31872,9605,49112,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,89353,16867,12006,6204,7863,13373,13408,3589,16043,Consider increasing investment in Mutual Funds or Equity Market.
Male,35,655496,86937,90035,40544,39389,85844,123475,34281,154991,Consider increasing investment in Mutual Funds or Equity Market.
Male,35,119580,21014,12531,11258,8237,8606,21330,4926,31678,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,593713,101517,79992,54922,59180,77157,93259,22506,105180,Consider increasing investment in Mutual Funds or Equity Market.
Female,32,220435,34540,28251,14739,12793,14836,33700,14727,66849,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,618376,107842,88327,52690,36107,76429,110005,16295,130681,Consider increasing investment in Mutual Funds or Equity Market.
Female,26,947274,180467,137464,77102,67239,69902,146714,48470,219916,Consider increasing investment in Mutual Funds or Equity Market.
Female,32,856126,168379,86214,63326,47345,78639,153273,37007,221943,Consider increasing investment in Mutual Funds or Equity Market.
Female,35,828225,84249,123730,79750,73396,74597,152786,40986,198731,Consider increasing investment in Mutual Funds or Equity Market.
Male,25,231614,31042,23621,18788,22560,28901,37382,10785,58535,Focus on balancing investments between Gold and Fixed Deposits for stability.
Female,23,104709,14557,13332,9026,7784,14788,19330,3501,22391,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Female,27,113630,18321,13950,10181,5724,12335,17178,7114,28827,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,27,430904,64960,49097,23930,28907,48868,85597,14177,115368,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,681840,82519,77626,60207,36784,95076,109742,37777,182109,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,640775,112812,92691,38688,55211,54663,108556,26871,151283,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,624893,70686,73698,60630,36888,50939,118957,26636,186459,Consider increasing investment in Mutual Funds or Equity Market.
Female,28,773212,90063,84687,76767,54639,69277,145249,26837,225693,Consider increasing investment in Mutual Funds or Equity Market.
Male,25,341665,39959,46464,22544,29070,17864,61335,19215,105214,Consider increasing investment in Mutual Funds or Equity Market.
Female,26,469367,53736,49723,45251,35320,25811,73891,31048,154587,Consider increasing investment in Mutual Funds or Equity Market.
Female,27,710440,104915,92274,51801,68398,94151,141383,30546,126972,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Female,24,487392,84255,50019,48717,35904,27343,97269,22595,121290,Focus on balancing investments between Gold and Fixed Deposits for stability.
Male,25,683703,99753,69047,48830,40450,83340,102824,36710,202749,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,686469,71648,93182,67034,35810,41400,120667,50895,205833,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,737231,104057,96414,64937,71066,49912,144181,33612,173052,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,939039,169554,107781,70433,56763,127203,150461,39768,217076,Consider increasing investment in Mutual Funds or Equity Market.
